"ID","doi","smiles","DoU","NAts","NAtsBin","HOMO_indo","LUMO_indo","HOMO_pm7","LUMO_pm7","HOMO_qm_321","LUMO_qm_321","HOMO_qm_631","LUMO_qm_631"
"MOCOCT","10.1016/S0040-4039(01)93278-2","COC(=O)C12CC(C(O)C1CN=N2)C1SCCCS1",5.0,37.0,"(30, 40]","","",-8.502469372723,-0.224766040513,-5.718744682108,-0.987773277315,-5.776977046114999,-1.1850558189275
"MODHIW","10.1016/S0040-4020(02)00084-4","Clc1cc(nc(Cl)n1)N1CCOC1=O",6.0,19.0,"(10, 20]","","",-10.36753770405,-1.2413833859810002,-7.3963265704404995,-1.5431576461855,-7.3631286806795,-1.5905054561725
"MODWIM","10.1107/S1600536808023611","CCNc1cc2Oc3cc(NCC)c(C)cc3C3(N(NCCO)C(=O)c4ccccc34)c2cc1C",15.0,67.0,"(60, 70]",-9.293776449977,3.3940760572865,-8.216749829698001,-0.183948962938,-4.9973708644325,-0.4710290752155,-5.1296181957755005,-0.5687179475449999
"MUVQUQ","10.1016/j.tetlet.2010.05.025","COc1ccc2OC3(Oc4ccc(OC)cc4C(C=Cc4ccc(Br)cc4)C3Cc2c1)c1ccc(Br)cc1",19.0,64.0,"(60, 70]","","",-8.67498955394,-0.7556601628385,-5.4681278257975,-1.140701261296,-5.5157477496350005,-1.1714501264025
"MUZPAA","","CC1COc2ccccc2N1C(=O)C(Cl)Cl",6.0,27.0,"(20, 30]","","",-9.0556768307895,-0.528445097671,-6.0523562628209975,-0.907227577567,-6.084465697180001,-0.9777050648465
"NAHMUE","10.1021/jo960723u","O=C1NC(=O)SS1",3.0,8.0,"(0, 10]","","",-9.612693882763,-2.2843957749475,-6.907882208793,-1.9045248396495,-7.039857426285501,-1.9747302130785
"NAJYOM","10.1021/om960953z","CN(C)c1ccccc1C1[Si](C(c2ccccc2N(C)C)[Si]1([Si](C)(C)C)[Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C",9.0,96.0,"(90, 100]","","",-8.3389289485725,0.2103440064365,-5.264042437922501,-0.01088455402,-5.319281549574001,-0.1564654640375
"NASMOK","10.1055/s-2005-868483","CCC=C(C(O)c1ccc(cc1)N(=O)=O)C(C)=O",7.0,33.0,"(30, 40]",-11.9335529136775,1.700167337924,-10.4205999048975,-1.4952656084975002,-6.750056175503,-2.2909265073595,-6.8937322885670005,-2.4786850642045
"NAWYES04","10.1021/acs.cgd.7b00203","CNC",0.0,10.0,"(0, 10]",-12.037228290718,6.805567401005,-8.989008937417001,3.2955708434055,-5.231116662012,2.9635919457955,-5.678471832234,2.3181378924095
"NAXNIM","10.1021/jacs.6b11348","COC(=O)C(CC(C)C)NC(=O)C1(CC1)NC(=O)C1CCCN1C(=O)C(CSc1ccccc1)NC(=O)OC(C)(C)C",11.0,86.0,"(80, 90]","","",-8.9800291803505,-0.619331123738,-5.528809214459,-0.518648999053,-5.8526246965540025,-0.5855890062760001
"NEDPUK","10.1002/anie.201702889","CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c4ccc5ccccc5c4c4ccc(C1=O)c2c34",22.0,64.0,"(60, 70]",-10.168350365484,0.149118390074,-9.0437038213675,-2.175822348598,-6.044192847306,-2.950258367121,-5.925551208488001,-2.9271286898285003
"NEFJEQ","","COC(=O)C1=C(O)C(=O)C(=C(O)C1=O)C(=O)OC",7.0,26.0,"(20, 30]",-10.8429206008735,-0.1983709970145,-10.6007392739285,-2.3891596073900003,-6.700803568562501,-3.3845520725190004,-6.938903187749999,-3.5603376199420005
"NEQYAL","10.1107/S1600536812050532","CN1C=CC(C=C1)=C(CCOC(=O)c1cc(OCc2ccccc2)cc(OCc2ccccc2)c1)C=CC1=C(C#N)C(OC21CCCCC2)=C(C#N)C#N",28.0,94.0,"(90, 100]",-6.8107375641645005,0.0084355293655,-7.908172723231,-2.3099744768945,-4.842810197348499,-2.6596407747870003,-4.8912464627375,-2.7029068770165003
"NINKAW","10.1039/a704090c","COC(=O)C1=C(C(=O)OC)C(=C2CCC2=C(N1c1ccccc1)c1ccccc1)c1ccccc1",19.0,60.0,"(50, 60]",-9.542488509334,1.4446524323045,-8.499748234218002,-1.2035595607615,-5.419419446558,-1.978811920836,-5.3788744828335,-1.9888801333045
"NIRVAL","10.1524/zkri.1997.212.s1.23","ClCCCN1c2ccccc2Oc2ccc(Cl)cc12",9.0,32.0,"(30, 40]","","",-8.0216441988895,-0.524091276063,-4.9157367092825,-0.4345658192485001,-4.9184578477875,-0.421776468275
"NISFAW","","CSc1nc(N)c(C#N)c(CC(C)C)c1C#N",8.0,31.0,"(30, 40]","","",-8.986832026613,-1.1534906122695,-6.173174812443,-1.4560812140255002,-6.258074333799,-1.609281311857
"NIZZUR","10.1021/jo9622587","CC(=O)C1C2C(CCC1(O)CC1(C)OCCO1)C(=O)c1ccccc1C2=O",10.0,51.0,"(50, 60]",-10.5174724356755,1.8737759745430005,-9.6608580343015,-1.1338984150335,-6.097527162004,-1.743705554004,-6.2904558820085,-1.8702384944865
"NODMEY","10.1016/S0040-4020(98)00002-7","OC1(CCC(=O)N2CCCC12)c1ccccc1",7.0,34.0,"(30, 40]",-10.973807362964,4.227560781368,-9.098942933019,-0.1668057903565,-5.830855588514,-0.122995460426,-6.0836493556285,-0.2185074219515
"NOPGEE","10.1016/S0040-4020(97)00654-6","COC(=O)C(=C1NCCO1)c1ccc(OC)cc1",7.0,33.0,"(30, 40]",-9.3457501954225,3.9214326995555,-8.1283128282855,0.3918439447199999,-4.741311731112,0.376061341391,-4.826211252468,0.2571475887225
"NUMXOJ","10.1039/b902569c","CC(C)c1cc(C(C)C)c(SC2=C(SSC3=C(SC(=S)S3)Sc3c(cc(cc3C(C)C)C(C)C)C(C)C)SC(=S)S2)c(c1)C(C)C",14.0,92.0,"(90, 100]","","",-8.08178135985,-1.6653367650600002,-5.7682694028990005,-2.2359595095585,-5.780514526171499,-2.267252602366
"OBAYEV","10.1016/S0040-4039(00)00841-8","CC(C)NC(=O)C1(NC(=O)C2CCCN2C(=O)C(C)(C)C)C(C1c1ccccc1)c1ccccc1",13.0,72.0,"(70, 80]",-10.608086347892002,3.9910938452835,-9.092412200607,-0.020136424937,-5.7478608641115,-0.19047969535,-5.911401288262,-0.2566033610215
"OCOHAR","10.1142/S1088424611003823","CCCCCCC1=C2NC(=C1)C1=NC(=CC=C3NC(=C4N=C(C=C2)c2ccccc42)c2ccccc32)C(=C1)CCCCCC",22.0,86.0,"(80, 90]",-7.525036421727,-0.3616393073145,-7.4442186081285,-2.496916692188,-5.0381879420075,-2.57963930274,-4.9097502045715,-2.4525621345565
"ODAMUD","10.1002/anie.201105639","CC(C)c1cccc(C(C)C)c1N1[Si](C2CCCC2)[P]2(N(C(C)(C)C)[Si](C)(C)N2C(C)(C)C)C2=C1C1CCC2C1",10.0,98.0,"(90, 100]","","","","","","","",""
"ODEGEK","10.1107/S1600536806015340","CC(C)C(=O)CCC(C)C1CCC2(C)C3=C(C(=O)CC12C)C1(C)CCC(OS(=O)(=O)c2ccc(C)cc2)C(C)C1CC3=O",12.0,93.0,"(90, 100]","","",-9.86684821913,-0.998113603634,-6.325830682573501,-2.3050764275855,-6.4499145984015,-2.4558275007625
"OFUHEC","10.1016/S0040-4039(02)00628-7","COc1cc2CC(CO)N3C(CCCC3=O)c2cc1OC",7.0,42.0,"(40, 50]",-10.556384716297,3.8887790374955022,-8.6877789049135,-0.1842210767885,-5.538605313077,0.0478920376879999,-5.6452739424730005,-0.102314807788
"OHAMAL","10.1039/b207068p","CC1(C)OCc2cc(ccc2O1)C(O)CNC(CO)c1ccccc1",9.0,50.0,"(40, 50]",-10.715299204989,4.010686042519501,-8.992002189772503,-0.205173843277,-5.7473166364105,-0.3175568635335,-5.785412575480501,-0.3529316640985
"OHMEPN","10.1021/ja01009a002","COC12CCC34C=CC5(CCC(OC)(C5C13)c1ccccc21)c1ccccc41",14.0,54.0,"(50, 60]",-11.021699400652,3.664285110833,-9.3631654818545,0.0770082196915,-6.113853993034001,-0.1896633537985,-6.077390737067001,-0.276467672108
"OJAHIS","10.1039/C5RA09505K","F[B-]1(F)N(N=C(N=[N+]1c1ccccc1)c1ccc(cc1)C1=NN(c2ccccc2)[B-](F)(F)[N+](=N1)c1ccccc1)c1ccccc1",24.0,70.0,"(60, 70]",-8.768596718512,0.4261302898830001,-8.348180819489501,-2.015275176803,-5.6760228075795,-3.1682215613715003,-5.497788235502,-3.0947508217365
"OKAKIV","10.1016/j.tet.2010.11.108","CC1=C2CC(OCC2OC1=O)Sc1ccccc1",8.0,32.0,"(30, 40]","","",-8.8853335603765,-0.633481043964,-6.199025628240499,-1.2247844411005,-6.181066114107503,-1.2699553402835002
"OKATIE","10.1016/j.tetlet.2010.10.160","COc1cc2SC3=C(N=C(OC)c2cc1OC)c1cc2OCOc2cc1N3",13.0,43.0,"(40, 50]","","",-8.132666649893501,-0.697155684981,-4.856960117574499,-0.6791961708480001,-4.7998162089695,-0.7224622730775
"OKEYAG","10.1039/C5TC03974F","Cc1ccc(cc1)c1cc(c2ccccc2)c2cc(cc(C)c2n1)c1cc(C)c2nc(cc(c3ccccc3)c2c1)c1ccc(C)cc1",30.0,84.0,"(80, 90]",-9.2047952208635,1.7673794589974998,-8.4205631037225,-1.1654636216915,-5.5557484856585,-1.80139369031,-5.3924801753585,-1.7567670188280002
"OLAZUX","10.1021/jo902411b","CN(C)c1c(F)c(N(C)C)c(N(C)C)c(F)c1N(C)C",4.0,44.0,"(40, 50]",-10.0973286505035,3.5568001398855,-7.833613528194001,-0.1161926141635,-4.8025373474745,-0.0198643110865,-5.000908344489,-0.1080291986485
"OMASIF","10.1021/om1007665","Cc1cc(C)c(N2C(=O)c3ccccc3C(=O)N(C2=C=Nc2c(C)cccc2C)c2c(C)cc(C)cc2C)c(C)c1",21.0,76.0,"(70, 80]",-8.910095920772001,2.849032014735,-8.548728727308001,-0.7736196769715,-5.574524341343,-1.5039732517135,-5.6395595516125,-1.5420691907835
"OMOHAB","10.1002/chem.201504718","COc1ccc(cc1)c1ccccc1[SiH]1c2ccccc2c2ccc(OC)cc12",17.0,51.0,"(50, 60]","","",-8.447774488772499,-0.305855967962,-5.315471955667,-0.830491471726,-5.2858115459625,-0.8525326936165001
"OMOROX","10.1107/S0108270103025605","COc1cc(ccc1OCCCCl)C=C1CC2C3CC=C4CC(O)CCC4(C)C3CCC2(C)C1=O",11.0,74.0,"(70, 80]","","",-8.549545068859501,-0.6718490968844999,-5.4651345734420005,-1.416624705703,-5.524455392850999,-1.506422276368
"OPCTSI","10.1107/S0567740878004239","c1ccc(cc1)[Si]1(c2ccccc2)[Si](c2ccccc2)(c2ccccc2)[Si](c2ccccc2)(c2ccccc2)[Si]1(c1ccccc1)c1ccccc1",33.0,92.0,"(90, 100]","","",-9.269830431133,-1.1344426427345,-5.6240490621340005,-0.9923992127735,-5.5650003565755,-0.9967530343815
"OSECEW","10.1107/S0108270192011466","IP1SP2SP1SP2I",2.0,9.0,"(0, 10]","","",-9.07227577567,-3.1801945707935,-7.067885152887001,-2.779915096708,"",""
"OSIFIH","10.1007/s11164-015-2271-3","CCN1CCN(Cc2ccc(cc2)N(=O)=O)P21=NP(=NP(=N2)(N1CCCC1)N1CCCC1)(N1CCCC1)N1CCCC1",11.0,89.0,"(80, 90]","","",-6.694544950001,-0.8860026972280001,-5.2343820282180005,-1.922212239932,-5.461324979535,-2.0786777039695
"OVAKAY","10.1016/j.inoche.2011.04.023","Cc1ccnc(NP(=O)(c2ccccc2)c2ccccc2)n1",12.0,38.0,"(30, 40]","","",-9.023839510281,-0.3464009316865,-6.509507531661,-0.890356518836,-6.5617533909570005,-0.987229049614
"OVAQIN","10.1002/anie.201604527","CC(C)=C(c1ccc2C3CCC4(C)C(CCC4=O)C3CCc2c1)C(=C(C)C)c1ccc2C3CCC4(C)C(CCC4=O)C3CCc2c1",18.0,100.0,"(90, 100]",-10.136240931125,3.2727132799635,-8.5642392167865,0.222589129709,-5.4534336778705015,-0.349394184042,-5.4093512340895,-0.450076308727
"OXTZOL","10.1002/cber.19781110503","O=C1SN=S=N1",3.0,6.0,"(0, 10]","","",-9.3076542563525,-2.191060724226,-7.148158738784503,-3.422648011589,-7.318502009197501,-3.5921749404505
"PABVAS","10.1016/j.phytochem.2015.12.011","CC1CCC2=C(CC3CC2(C)C(=O)O3)C21C=C(OC2=O)C1=COC=C1",11.0,45.0,"(40, 50]",-10.505227312403,3.5704058324105,-9.536502004623,-0.3964698801785,-6.292360678961999,-0.8274982193704999,-6.2365773396095,-0.8560701736730001
"PACFOO","","CCCCCCCCCC1CCC(CC1)c1ccc(cc1)C#N",7.0,56.0,"(50, 60]",-12.002397717854,3.621835350155,-10.1226352386,-0.5385133101395,-7.1356415016615005,-0.866410499992,-7.0763206822525015,-0.9766166094445
"PAHGEM","10.1016/j.mencom.2011.11.011","FC1=CN(C=C)C(=O)N(C=C)C1=O",6.0,20.0,"(10, 20]",-10.9855082585355,2.8688963258215,-9.8747395207945,-1.0446450720695,-6.5329093228040005,-1.4808435744209998,-6.6327751059375,-1.6193495243255
"PAHVEZ","10.1039/dt9920002353","CC(C)(C)c1cc(c(PCC(P(c2ccccc2)c2ccccc2)P(c2ccccc2)c2ccccc2)c(c1)C(C)(C)C)C(C)(C)C",20.0,100.0,"(90, 100]","","",-8.298656098698501,-0.4726617583185,-4.855599548322,-0.5181047713520001,-4.9494788267445,-0.565452581339
"PAPWAE","10.1002/cber.19921251124","ClC1(Cl)CC21C1CCC3C(CCC21)C13CC1(Cl)Cl",5.0,34.0,"(30, 40]","","",-10.549853983885,0.091430253768,-7.182717197798,0.2152420557454999,-7.087749463973499,0.1831326213865
"PAQTOT","10.1016/j.molstruc.2017.01.071","COC(=O)CNP1(=NP(=NP(=N1)(NCC(=O)OC)NCC(=O)OC)(NCC(=O)OC)NCC(=O)OC)NCC(=O)OC",7.0,78.0,"(70, 80]","","",-6.8618949680585,0.6250455145985,-5.113563478596,0.6568828351070001,-5.410711803342,0.448987853325
"PAQVUA04","10.1021/acs.cgd.7b01131","CC(C)CN(CC(C)C)c1cc(O)c(c(O)c1)C1=C([O-])C(C1=O)=C1C(=CC(C=C1O)=[N+](CC(C)C)CC(C)C)O",12.0,84.0,"(80, 90]",-6.618625185711499,-0.1793230274795,-7.087205236272499,-1.92656606154,-4.38647527006,-2.366302043948,-4.507838047383,-2.3600434253865
"PAVVUG","10.1039/C7SC01696D","COc1cc(cc(OC)c1OC)C(=O)Nc1ccc(cc1)C#Cc1ccc(cc1)C1=C2[N+](=C(C)C=C2C)[B-](F)(F)N2C(=CC(=C12)C)C",22.0,81.0,"(80, 90]",-9.357451090994,0.0487083792395,-8.393079604822,-1.674044408276,-5.5187410019905,-2.370655865556,-5.3709831811690005,-2.289021710406
"PAYBEY","10.1107/S1600536812022982","CCN1c2ccccc2C(CS1(=O)=O)=NN=C(C)c1ccccc1",11.0,43.0,"(40, 50]","","",-9.047785529125,-0.763007236802,-6.0934454542465,-1.6286013952425,-6.1073232606220005,-1.6650646512095002
"PCLCHX10","10.1107/S0567740878012303","ClC1CC(Cl)C(Cl)C(Cl)C1Cl",1.0,18.0,"(10, 20]","","",-11.3049699190225,-0.5472209533555,-8.1849125091895,-1.032399948797,-8.2017835679205,-1.0691353186145
"PEFDAI","10.1002/adsc.201600998","Cc1ccc(cc1)C1(O)COc2cc(ccc2C21C(=O)N(Cc1ccccc1)c1ccccc21)N(Cc1ccccc1)Cc1ccccc1",27.0,87.0,"(80, 90]",-9.3501040170305,3.9459229461005,-8.253213085665001,0.0383680529204999,-5.2651308933245,-0.1651731072535,-5.236014711321,-0.2821820629685
"PEKWAG","10.3390/inorganics5010008","Brc1cccc(c1)C1=NNC(=C1)c1ccccn1",11.0,28.0,"(20, 30]","","",-9.293232222276,-0.9515821351985,-6.125282774755,-1.3211127441775,-6.055077401326,-1.385059499045
"PEXLOT","10.1021/jm00070a003","CC(=Cc1ccc(cc1)C(O)=O)c1ccc2c(c1)C(C)(C)CCC2(C)C",11.0,54.0,"(50, 60]",-10.464954462529,2.0895622579895,-9.0159482086165,-0.8876353803310001,-5.936435762508,-1.5937708223785,-5.8776591708,-1.6579896910965
"PIYLEP","10.1021/ic7011167","COc1c(Cc2cc(C)cc(c2O)C(C)(C)C)cc(C)cc1Cc1cc(C)cc(c1O)C(C)(C)C",12.0,77.0,"(70, 80]",-10.665774484198,3.9785766081605,-8.6224715807935,0.3300741006565,-5.576157024446,0.1254444850805,-5.5851367815125,0.0138778063755
"PIZBEH","10.1016/j.tetlet.2014.03.081","O=C1Oc2ccccc2c2c1c1C(=O)Oc3ccccc3c1c(c1ccccc1)c2c1ccccc1",24.0,54.0,"(50, 60]",-9.9520198543365,1.8201695459945,-9.11037171474,-1.427509259723,-6.1647392830775,-2.2033058474985,-6.076846509366,-2.20956446606
"PMIBZQ01","","O=C1C=C(N2CCCCC2)C(=O)C=C1N1CCCCC1",7.0,42.0,"(40, 50]",-9.8600453728675,0.960017664564,-8.597709220398,-1.0430123889665002,-5.279552927401,-2.1222159200495003,-5.369350498066,-2.2778650425355003
"POCTUW","","FC(Cl)(Cl)Cl",0.0,5.0,"(0, 10]","","",-12.036139835316,-1.53472211682,-8.8575779476255,-1.5437018738865,-8.7944475343095,-1.414447794899
"POHTEN","10.1071/CH13198","C[NH+]1[B-](C)(OC=O)[NH+](C)[B-](C)(OC=O)[NH+](C)[B-]1(C)OC=O",1.0,45.0,"(40, 50]",-12.20702733343,4.0961297915765,-10.130254426414,0.5534795719169999,-6.5805292466415,0.0606813886615,-6.845568137028501,-0.063130413316
"PONVEV","10.1107/S2053229614022992","Br[Si](Br)(Br)[Si](Br)(Br)Br",0.0,8.0,"(0, 10]","","",-10.119914100095,-2.3540569206755,-7.6431338328440015,-1.0843736942425,-7.938105246786,-1.4794830051685002
"POTKEO","10.1002/(SICI)1098-1071(1997)8:3<283::AID-HC13>3.0.CO;2-N","ClP1(=NP(=NP(=N1)(Cl)Cl)(Cl)N1CCCCC1)Cl",2.0,27.0,"(20, 30]","","",-8.437162048603,-0.3567412580055,-7.224078503074,-1.122197519462,-7.363672908380503,-1.2596150139645
"POYCOX","10.1021/jo501334u","Cc1cc(C)cc(c1)N(C(=O)Nc1ccccc1)c1ccccc1",13.0,44.0,"(40, 50]",-10.2508008621855,3.8904117205985,-8.751997773631501,-0.189935467649,-5.6651382535594985,-0.342319223929,-5.632756705349999,-0.409259231152
"PUTCUC","10.1021/jo972252x","O=N(=O)c1cc2N3[N-]C=C([N+]3=Nc2c(c1)N(=O)=O)N(=O)=O",11.0,24.0,"(20, 30]",-10.760742218022498,-0.512118266641,-10.5816913043935,-3.1540716411455,-7.4219052723875,-3.760069186209,-7.5040836552384995,-3.894493428356
"PYDSYD12","","O=C1O[N-][N+](=C1)c1cccnc1",7.0,17.0,"(10, 20]",-9.191461642189,1.481932029823,-9.582217131507,-1.9230285814835,-6.1854199357155,-2.435963189676,-6.301340436028499,-2.462630347025
"PYRDNO15","10.1021/cg1006583","[O-][n+]1ccccc1",4.0,12.0,"(10, 20]",-10.0347424648885,2.732567286721,-9.155542613923,-0.7374285348549999,-5.466767256545,-0.840287570344,-5.740513790148,-1.008998157654
"PYRZOL33","10.1021/jp401389v","N1C=CC=N1",3.0,9.0,"(0, 10]",-11.513137014655,5.0643108716555,-9.945761235775,0.6751144630904999,-6.419437847145503,0.9281803440555,-6.380797680374499,0.7706264246160001
"QACYUQ","10.1016/j.carres.2010.07.044","CCSC(SCC)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(COC(C)=O)OC(C)=O",5.0,64.0,"(60, 70]","","",-8.583559300172,-0.0737428534855,-6.016981462256,0.207350754081,-6.081200330973999,0.079457244346
"QAJKEU","10.1021/acs.inorgchem.6b00024","CC(C)c1cccc(C(C)C)c1N1C(C(C)(C)CC1(C)C)[Si](Cl)(Cl)N(C(=NC(C)(C)C)c1ccccc1)C(C)(C)C",10.0,96.0,"(90, 100]","","",-7.913070772539999,-0.580690956967,-5.007439076901,-0.7409660149115,-5.1633603132375,-0.807089680583
"QAJNIA01","10.1016/j.poly.2013.08.008","CC(=NNC(=O)C1=CC=CS1)c1ccccc1O",9.0,30.0,"(20, 30]","","",-8.946559176739003,-0.903962211361,-5.8567064043115,-1.3684605541645,-5.9018773034945005,-1.4381216998925002
"QAJSEZ","10.1002/1522-2675(20001004)83:10<2823::AID-HLCA2823>3.0.CO;2-#","CCCCC(CC)(NC(=O)C(F)(F)F)C(=O)NC(CC)(CCCC)C(=O)NC(CC)(CCCC)C(=O)OCC",4.0,89.0,"(80, 90]",-10.916663454359,4.444163406366,-9.786302519382,0.44082443781,-6.2550810814435005,0.0955119615255,-6.4651529740295,-0.0819062690005
"QANRUT01","10.1002/anie.200601506","O=C([O-])C1[NH2+]CCC1",2.0,17.0,"(10, 20]",-8.590090032584001,2.6169189002585003,-9.0344519504505,0.245990920852,-4.4106934027545,0.5450440425515,-4.979139236449,0.0329257759105
"QAPPEE","10.1246/cl.2012.287","CC12CCC(=O)CC31CCC2(O[Si](C)(C)C)C3O",4.0,42.0,"(40, 50]","","",-9.925080583137,0.6370185240205001,-6.1663719661805,-0.182316279835,-6.363110280092,-0.3855853261585
"QEDKOC","10.1021/acs.joc.7b01006","Brc1cnc(nc1)N1C=CC(=N1)N(=O)=O",8.0,19.0,"(10, 20]","","",-10.4380151913295,-2.0041185089325,-7.339999003387001,-2.2737833347780003,-7.407483238311,-2.4803177473075
"QELHAR","","Cc1ccc(cc1)c1cc(C)cc(c2ccc(C)cc2)c1P(Cl)(=O)c1c(cc(C)cc1c1ccc(C)cc1)c1ccc(C)cc1",24.0,83.0,"(80, 90]","","",-8.213484463492,-0.423409151378,-5.040636966662,-0.889812291135,-5.290981709122,-0.98505213881
"QEMHUO","10.1071/CH17348","IC(I)=C=C(I)I",2.0,7.0,"(0, 10]","","",-9.0578537415935,-0.9940318958765,-6.6676056788015,-2.177455031701,"",""
"QEMNOM","","COC(=O)C1NC(=O)c2ccccc2c2ccccc2C(=O)NC(C(C)OC(=O)c2ccccc2c2ccccc2C(=O)OC1C)C(=O)OC",23.0,84.0,"(80, 90]",-10.8200630374315,3.1750244076340004,-9.4970454963005,-0.3749728859889999,-6.0134439821995,-1.0223317363285,-6.151405704403,-1.096618817515
"QENKIG","","CC1CC2(OC(C)=O)C(C3COC4(CC(C)=C)C5OC(C)(C)OCC5CC4C13O)C2(C)C",7.0,72.0,"(70, 80]",-10.92809223608,4.3878358393124985,-9.1650665986905,1.0114471823085,-5.9271838915910005,0.4125245973579999,-6.043104391904,0.308032878766
"QEZFEG","10.1021/ja005552w","CCCCCC1OC=C2C(=O)C3OC3(CC=C)C(=O)C32C2OC(CCCCC)C(C13)C1=C2C(=O)C2OC2(CC=C)C1=O",15.0,82.0,"(80, 90]",-10.6072700063405,0.7464082919214999,-9.744941214106,-1.7926860470939998,-6.278754986437,-3.0359742300285,-6.379709224972499,-3.1121661081685
"QIBQEY","10.1016/j.tet.2005.09.014","CC(N1CCOCC1)C1=C2CCCCC2N2N(C(=O)N(C2=O)c2ccccc2)C21CC2",12.0,61.0,"(60, 70]",-10.2518893175875,4.0142235225760015,-9.036900975105,0.002176910804,-5.8392911178795,-0.0530622008475,-6.0177978038075,-0.1499347316255
"QIGFUH","10.1039/b008508l","Fc1cccc2Oc3cc(ccc3Oc12)N(=O)=O",10.0,24.0,"(20, 30]",-10.797205473989502,1.853095321905,-9.3985402824195,-1.509687642574,-6.130180824064,-2.256368048346,-6.1832430249115005,-2.370655865556
"QIQWEU","","CCOC(=O)C1=C(C)N(CCCN(C)C)SC1=Nc1cccc(c1)C(F)(F)F",8.0,52.0,"(50, 60]","","",-8.466006116756,-1.103149549927,-5.3015941492915,-0.748313088875,-5.3851331013950015,-0.8530769213175001
"QISNAI","10.1039/b714245e","[O-][S+]1C2=C(SCCS2)SC1=C1SC2=C(SCCS2)S1",7.0,27.0,"(20, 30]","","",-7.914159227941999,-1.047094096724,-5.124992260317001,-1.2835610328085,-5.150570962264,-1.307779165503
"QOBGET","10.1021/ja001457b","N#CSc1nnns1",5.0,8.0,"(0, 10]","","",-10.0167829507555,-2.1603118591195,-8.0657266426705,-2.578550847338,-8.092393800019499,-2.564945154813
"QOBGUL","10.1039/C3CE42639D","CCN",0.0,10.0,"(0, 10]",-12.5234957415615,7.0091085611790005,-9.4023498763265,3.663196655431,-5.4011878185745,2.9456324316625,-5.9840556863455,2.2490209743825003
"QOBKOI01","10.1007/s12039-010-0056-1","Cc1ccc2nc(Cl)cc(Cl)c2c1",7.0,20.0,"(10, 20]","","",-9.6031698979955,-1.394311369962,-6.6624355156420005,-1.822074342948,-6.543249649123,-1.8152714966855
"QOJRAJ","10.1021/jo801028y","CCCCCCCC1OC2OCC(=C)C2C(O)C1(C)O",3.0,48.0,"(40, 50]",-11.7822576127995,5.1154682755495,-9.952836195888,0.8971593650984999,-6.3582122307830025,0.6174263267844999,-6.5772638804355,0.5355200577839999
"QOKVIX","10.1039/C4NJ00911H","CCCCCCCCCCOc1ccc(cc1)c1cc(nc(OC)c1C#N)C1=CC=CS1",13.0,64.0,"(60, 70]","","",-9.0899631759525,-1.3423376245165,-5.989225849505,-1.863979875925,-5.9195647037770005,-1.9028921565465
"QOSDEH","10.1021/jo001524k","CSC1=C(SC)SC(S1)=C1c2ccc3OCCOCCOC(=O)c4ccc(cc4)C(=O)OCCOCCOc4ccc(c1c4)C(=C1SC(=C(SC)S1)SC)c2c3",22.0,94.0,"(90, 100]","","",-7.637147328133,-0.977432950996,-4.6496093634935,-1.419890071909,-4.6561400959055,-1.59458716393
"QQQCIV05","10.1107/S0108768102017603","CC#N",2.0,6.0,"(0, 10]",-15.211708470651,6.2844693772975,-12.9719393671855,1.2841052605095,-9.05594894464,1.4566254417265,-8.962886007769,1.200566308406
"QUDBIC","10.1002/ejic.201500280","CCCOC(=O)c1cc2cc3OCc4cccc(COc5ccc6cc(OCC=CCOc1cc2cc3)c(cc6c5)C(=O)OCCC)n4",22.0,85.0,"(80, 90]",-9.999095550473,2.36739049935,-8.319608865187,-0.8307635855765001,-5.121182666409999,-1.144510855203,-5.1541084423205,-1.2013826499575
"QUGWOE","10.1016/S0040-4020(01)00091-6","CN(C)C(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(Cc1ccccc1)NC(=O)C1CCCCC1O",10.0,91.0,"(90, 100]",-10.4728457641935,4.0384416552705,-8.495938640311,-0.1238118019775,-5.196286089148,-0.4138851666105,-5.4869036814820005,-0.543139245598
"QUKPAN","","CC1(C)CC(C)(c2ccc(O)cc2)c2cc(O)ccc12",9.0,40.0,"(30, 40]",-10.977344843020502,4.254227938717,-9.209965384023,0.082722610552,-5.9709942215215,0.0429939883789999,-5.982150889392001,-0.0634025271665
"QUWDIX","10.1021/acs.jnatprod.5b00234","CC1CC(OC(=O)c2ccccc2)C(OC(C)=O)C2(COC(C)=O)C(CC3CC12OC3(C)C)OC(=O)C=Cc1ccccc1",16.0,84.0,"(80, 90]",-11.478850669492,2.267796830067,-9.6026256702945,-0.8549817182709999,-6.363654507793,-1.6617992850035,-6.443111752139,-1.7015279071765002
"QUZNIJ","10.1107/S1600536810021483","Oc1ccc(cc1)C=NNC(=O)C1=CC=CS1",9.0,27.0,"(20, 30]","","",-9.06683349866,-1.0277740133385,-5.866774616780001,-1.446013001557,-5.911673402112499,-1.5290077259595
"RABDOJ","","CN(C)S(=O)(=O)N=NC(F)(F)F",1.0,18.0,"(10, 20]","","",-10.1441322327895,-1.5910496838735,-6.944889692461,-2.6076670293415,-7.2553715958815,-2.6746070365645003
